mode: set
kollab/api/cmd/server/main.go:40.21,41.117 1 0
kollab/api/internal/team/service.go:29.2,30.26 2 0
kollab/api/internal/team/service.go:30.26,31.29 1 0
kollab/api/internal/team/service.go:31.29,33.9 2 0
kollab/api/internal/team/service.go:37.2,37.18 1 0
kollab/api/internal/team/service.go:37.18,45.17 3 0
kollab/api/internal/team/service.go:45.17,48.4 2 0
kollab/api/internal/team/service.go:51.2,51.19 1 0
kollab/api/internal/team/service.go:54.99,56.2 1 0
kollab/api/internal/team/service.go:58.91,60.2 1 0
kollab/api/internal/team/service.go:62.97,64.2 1 0
kollab/api/internal/team/service.go:66.92,68.16 2 0
kollab/api/internal/team/service.go:68.16,70.3 1 0
kollab/api/internal/team/service.go:71.2,71.26 1 0
kollab/api/internal/team/service.go:71.26,72.21 1 0
kollab/api/internal/team/service.go:72.21,74.4 1 0
kollab/api/internal/team/service.go:76.2,76.14 1 0
kollab/api/internal/team/service.go:79.95,80.43 1 0
kollab/api/internal/team/service.go:80.43,82.3 1 0
kollab/api/internal/team/service.go:83.2,83.37 1 0
kollab/api/internal/team/service.go:86.104,87.50 1 0
kollab/api/internal/team/service.go:87.50,89.3 1 0
kollab/api/internal/team/service.go:90.2,90.43 1 0
kollab/api/internal/team/service.go:93.109,95.2 1 0
kollab/api/internal/team/service.go:97.146,98.16 1 0
kollab/api/internal/team/service.go:98.16,100.3 1 0
kollab/api/internal/team/service.go:101.2,101.24 1 0
kollab/api/internal/team/service.go:101.24,103.3 1 0
kollab/api/internal/team/service.go:105.2,112.53 2 0
kollab/api/internal/team/service.go:112.53,114.3 1 0
kollab/api/internal/team/service.go:117.2,119.18 2 0
kollab/api/internal/team/service.go:122.183,123.42 1 0
kollab/api/internal/team/service.go:123.42,125.3 1 0
kollab/api/internal/team/service.go:126.2,126.18 1 0
kollab/api/internal/team/service.go:126.18,128.3 1 0
kollab/api/internal/team/service.go:129.2,129.16 1 0
kollab/api/internal/team/service.go:129.16,131.3 1 0
kollab/api/internal/team/service.go:132.2,132.24 1 0
kollab/api/internal/team/service.go:132.24,134.3 1 0
kollab/api/internal/team/service.go:136.2,145.59 2 0
kollab/api/internal/team/service.go:145.59,147.3 1 0
kollab/api/internal/team/service.go:149.2,149.21 1 0
kollab/api/internal/team/service.go:152.110,153.43 1 0
kollab/api/internal/team/service.go:153.43,155.3 1 0
kollab/api/internal/team/service.go:156.2,156.50 1 0
kollab/api/internal/team/service.go:159.113,160.43 1 0
kollab/api/internal/team/service.go:160.43,162.3 1 0
kollab/api/internal/team/service.go:163.2,163.53 1 0
kollab/api/internal/team/service.go:166.81,168.2 1 0
kollab/api/internal/theme/repository.go:17.60,49.2 2 0
kollab/api/internal/theme/repository.go:51.104,55.2 3 0
kollab/api/internal/theme/repository.go:57.102,62.2 4 0
kollab/api/internal/theme/repository.go:64.121,68.13 4 0
kollab/api/internal/theme/repository.go:68.13,74.3 1 0
kollab/api/internal/theme/repository.go:75.2,75.18 1 0
kollab/api/internal/theme/repository.go:78.110,83.2 4 0
kollab/api/internal/theme/service.go:15.65,19.2 1 0
kollab/api/internal/theme/service.go:21.93,23.2 1 0
kollab/api/internal/theme/service.go:25.93,26.20 1 0
kollab/api/internal/theme/service.go:26.20,28.3 1 0
kollab/api/internal/theme/service.go:29.2,30.37 2 0
kollab/api/internal/theme/service.go:33.110,34.18 1 0
kollab/api/internal/theme/service.go:34.18,36.3 1 0
kollab/api/internal/theme/service.go:37.2,37.46 1 0
kollab/api/internal/theme/service.go:40.131,41.18 1 0
kollab/api/internal/theme/service.go:41.18,43.3 1 0
kollab/api/internal/theme/service.go:44.2,44.49 1 0
kollab/api/internal/theme/service.go:44.49,46.3 1 0
kollab/api/internal/theme/service.go:48.2,54.61 2 0
kollab/api/internal/theme/service.go:54.61,56.3 1 0
kollab/api/internal/theme/service.go:57.2,57.18 1 0
kollab/api/internal/user/repository.go:16.58,20.2 1 1
kollab/api/internal/user/repository.go:22.108,26.28 3 1
kollab/api/internal/user/repository.go:26.28,27.29 1 1
kollab/api/internal/user/repository.go:27.29,29.4 1 1
kollab/api/internal/user/repository.go:31.2,31.42 1 1
kollab/api/internal/user/repository.go:34.87,38.43 3 1
kollab/api/internal/user/repository.go:38.43,40.3 1 0
kollab/api/internal/user/repository.go:42.2,42.28 1 1
kollab/api/internal/user/repository.go:42.28,43.34 1 0
kollab/api/internal/user/repository.go:43.34,45.4 1 0
kollab/api/internal/user/repository.go:48.2,49.12 2 1
kollab/api/internal/user/repository.go:52.87,57.12 4 0
kollab/api/internal/user/repository.go:57.12,61.30 4 0
kollab/api/internal/user/repository.go:61.30,63.4 1 0
kollab/api/internal/user/repository.go:64.8,66.3 1 0
kollab/api/internal/user/repository.go:67.2,67.12 1 0
kollab/api/internal/user/service.go:21.80,26.2 1 1
kollab/api/internal/user/service.go:28.102,29.23 1 1
kollab/api/internal/user/service.go:29.23,31.3 1 1
kollab/api/internal/user/service.go:33.2,34.16 2 1
kollab/api/internal/user/service.go:34.16,36.3 1 0
kollab/api/internal/user/service.go:38.2,44.49 2 1
kollab/api/internal/user/service.go:44.49,46.3 1 0
kollab/api/internal/user/service.go:48.2,48.18 1 1
kollab/api/internal/user/service.go:51.93,53.16 2 1
kollab/api/internal/user/service.go:53.16,55.3 1 1
kollab/api/internal/user/service.go:57.2,57.99 1 1
kollab/api/internal/user/service.go:57.99,59.3 1 1
kollab/api/internal/user/service.go:61.2,67.40 2 1
kollab/api/internal/ws/client.go:11.29,12.15 1 0
kollab/api/internal/ws/client.go:12.15,15.3 2 0
kollab/api/internal/ws/client.go:17.2,19.43 3 0
kollab/api/internal/ws/client.go:19.43,22.3 2 0
kollab/api/internal/ws/client.go:24.2,24.6 1 0
kollab/api/internal/ws/client.go:24.6,26.17 2 0
kollab/api/internal/ws/client.go:26.17,27.166 1 0
kollab/api/internal/ws/client.go:27.166,29.5 1 0
kollab/api/internal/ws/client.go:30.4,30.9 1 0
kollab/api/internal/ws/client.go:33.3,34.57 2 0
kollab/api/internal/ws/client.go:34.57,36.12 2 0
kollab/api/internal/ws/client.go:39.3,39.21 1 0
kollab/api/internal/ws/client.go:40.15,41.51 1 0
kollab/api/internal/ws/client.go:41.51,45.5 3 0
kollab/api/internal/ws/client.go:46.17,51.18 5 0
kollab/api/internal/ws/client.go:51.18,57.5 1 0
kollab/api/internal/ws/client.go:58.15,60.18 2 0
kollab/api/internal/ws/client.go:60.18,68.5 1 0
kollab/api/internal/ws/client.go:69.16,70.25 1 0
kollab/api/internal/ws/client.go:75.30,77.15 2 0
kollab/api/internal/ws/client.go:77.15,80.3 2 0
kollab/api/internal/ws/client.go:82.2,82.6 1 0
kollab/api/internal/ws/client.go:82.6,83.10 1 0
kollab/api/internal/ws/client.go:84.32,86.11 2 0
kollab/api/internal/ws/client.go:86.11,89.5 2 0
kollab/api/internal/ws/client.go:91.4,92.18 2 0
kollab/api/internal/ws/client.go:92.18,94.5 1 0
kollab/api/internal/ws/client.go:95.4,98.27 3 0
kollab/api/internal/ws/client.go:98.27,101.5 2 0
kollab/api/internal/ws/client.go:103.4,103.36 1 0
kollab/api/internal/ws/client.go:103.36,105.5 1 0
kollab/api/internal/ws/client.go:106.19,108.74 2 0
kollab/api/internal/ws/client.go:108.74,110.5 1 0
kollab/api/internal/ws/hub.go:66.53,74.2 1 0
kollab/api/internal/ws/hub.go:76.21,77.6 1 0
kollab/api/internal/ws/hub.go:77.6,78.10 1 0
kollab/api/internal/ws/hub.go:79.31,80.28 1 0
kollab/api/internal/ws/hub.go:81.33,82.30 1 0
kollab/api/internal/ws/hub.go:83.29,84.26 1 0
kollab/api/internal/ws/hub.go:89.46,94.9 4 0
kollab/api/internal/ws/hub.go:94.9,100.3 2 0
kollab/api/internal/ws/hub.go:101.2,109.31 3 0
kollab/api/internal/ws/hub.go:109.31,111.3 1 0
kollab/api/internal/ws/hub.go:112.2,113.16 2 0
kollab/api/internal/ws/hub.go:113.16,114.10 1 0
kollab/api/internal/ws/hub.go:115.31,115.31 0 0
kollab/api/internal/ws/hub.go:116.11,116.11 0 0
kollab/api/internal/ws/hub.go:121.2,121.39 1 0
kollab/api/internal/ws/hub.go:124.48,128.43 3 0
kollab/api/internal/ws/hub.go:128.43,129.48 1 0
kollab/api/internal/ws/hub.go:129.48,132.20 3 0
kollab/api/internal/ws/hub.go:132.20,134.5 1 0
kollab/api/internal/ws/hub.go:135.4,135.30 1 0
kollab/api/internal/ws/hub.go:135.30,138.28 2 0
kollab/api/internal/ws/hub.go:138.28,140.6 1 0
kollab/api/internal/ws/hub.go:141.10,143.5 1 0
kollab/api/internal/ws/hub.go:148.60,157.52 5 0
kollab/api/internal/ws/hub.go:157.52,159.3 1 0
kollab/api/internal/ws/hub.go:161.2,166.16 4 0
kollab/api/internal/ws/hub.go:166.16,169.3 2 0
kollab/api/internal/ws/hub.go:171.2,172.16 2 0
kollab/api/internal/ws/hub.go:172.16,175.3 2 0
kollab/api/internal/ws/hub.go:177.2,178.29 2 0
kollab/api/internal/ws/hub.go:178.29,179.28 1 0
kollab/api/internal/ws/hub.go:179.28,181.9 2 0
kollab/api/internal/ws/hub.go:185.2,185.34 1 0
kollab/api/internal/ws/hub.go:185.34,188.17 3 0
kollab/api/internal/ws/hub.go:188.17,190.4 1 0
kollab/api/internal/ws/hub.go:194.53,199.9 4 0
kollab/api/internal/ws/hub.go:199.9,201.3 1 0
kollab/api/internal/ws/hub.go:204.2,204.40 1 0
kollab/api/internal/ws/hub.go:204.40,206.3 1 0
kollab/api/internal/ws/hub.go:208.2,208.30 1 0
kollab/api/internal/ws/hub.go:208.30,209.23 1 0
kollab/api/internal/ws/hub.go:209.23,210.12 1 0
kollab/api/internal/ws/hub.go:212.3,212.10 1 0
kollab/api/internal/ws/hub.go:213.30,213.30 0 0
kollab/api/internal/ws/hub.go:214.11,215.28 1 0
kollab/api/internal/ws/hub.go:220.43,222.2 1 0
kollab/api/internal/ws/hub.go:225.45,230.16 4 0
kollab/api/internal/ws/hub.go:230.16,233.3 2 0
kollab/api/internal/ws/hub.go:235.2,235.31 1 0
kollab/api/internal/ws/hub.go:235.31,236.31 1 0
kollab/api/internal/ws/hub.go:236.31,237.11 1 0
kollab/api/internal/ws/hub.go:238.27,238.27 0 0
kollab/api/internal/ws/hub.go:239.12,239.12 0 0
kollab/api/internal/ws/hub.go:248.51,250.43 2 0
kollab/api/internal/ws/hub.go:250.43,252.3 1 0
kollab/api/internal/ws/hub.go:254.2,255.30 2 0
kollab/api/internal/ws/hub.go:255.30,261.3 1 0
kollab/api/internal/ws/hub.go:263.2,270.16 3 0
kollab/api/internal/ws/hub.go:270.16,273.3 2 0
kollab/api/internal/ws/hub.go:275.2,275.30 1 0
kollab/api/internal/ws/hub.go:275.30,276.10 1 0
kollab/api/internal/ws/hub.go:277.26,277.26 0 0
kollab/api/internal/ws/hub.go:278.11,281.20 2 0
kollab/api/internal/ws/hub.go:281.20,283.5 1 0
kollab/api/internal/ws/hub.go:284.4,284.27 1 0
kollab/api/internal/ws/hub.go:290.41,293.30 3 0
kollab/api/internal/ws/hub.go:293.30,295.3 1 0
kollab/api/internal/ws/hub.go:296.2,296.32 1 0
kollab/api/cmd/server/main.go:40.21,41.117 1 0
kollab/api/cmd/server/main.go:41.117,43.17 2 0
kollab/api/cmd/server/main.go:43.17,44.12 1 0
kollab/api/cmd/server/main.go:46.3,50.22 4 0
kollab/api/cmd/server/main.go:50.22,52.50 2 0
kollab/api/cmd/server/main.go:52.50,53.13 1 0
kollab/api/cmd/server/main.go:56.4,57.23 2 0
kollab/api/cmd/server/main.go:57.23,58.13 1 0
kollab/api/cmd/server/main.go:61.4,65.115 3 0
kollab/api/cmd/server/main.go:65.115,67.5 1 0
kollab/api/cmd/server/main.go:69.4,69.41 1 0
kollab/api/cmd/server/main.go:69.41,70.47 1 0
kollab/api/cmd/server/main.go:70.47,72.6 1 0
kollab/api/cmd/server/main.go:75.3,75.8 1 0
kollab/api/cmd/server/main.go:79.13,84.21 3 0
kollab/api/cmd/server/main.go:84.21,87.3 2 0
kollab/api/cmd/server/main.go:89.2,96.17 6 0
kollab/api/cmd/server/main.go:96.17,99.17 3 0
kollab/api/cmd/server/main.go:99.17,101.4 1 0
kollab/api/cmd/server/main.go:102.8,114.17 3 0
kollab/api/cmd/server/main.go:114.17,116.4 1 0
kollab/api/cmd/server/main.go:118.3,119.17 2 0
kollab/api/cmd/server/main.go:119.17,121.4 1 0
kollab/api/cmd/server/main.go:123.3,124.17 2 0
kollab/api/cmd/server/main.go:124.17,126.4 1 0
kollab/api/cmd/server/main.go:130.2,130.37 1 0
kollab/api/cmd/server/main.go:130.37,132.3 1 0
kollab/api/cmd/server/main.go:133.2,136.51 2 0
kollab/api/cmd/server/main.go:136.51,138.3 1 0
kollab/api/cmd/server/main.go:139.2,142.61 2 0
kollab/api/cmd/server/main.go:142.61,144.3 1 0
kollab/api/cmd/server/main.go:145.2,151.17 4 0
kollab/api/cmd/server/main.go:151.17,154.3 1 0
kollab/api/cmd/server/main.go:154.8,154.50 1 0
kollab/api/cmd/server/main.go:154.50,157.3 1 0
kollab/api/cmd/server/main.go:159.2,159.16 1 0
kollab/api/cmd/server/main.go:159.16,161.51 2 0
kollab/api/cmd/server/main.go:161.51,163.4 1 0
kollab/api/cmd/server/main.go:164.3,167.42 3 0
kollab/api/cmd/server/main.go:171.2,185.16 14 0
kollab/api/cmd/server/main.go:185.16,187.3 1 0
kollab/api/cmd/server/main.go:190.2,202.60 11 0
kollab/api/cmd/server/main.go:202.60,204.3 1 0
kollab/api/cmd/server/main.go:207.2,215.35 3 0
kollab/api/cmd/server/main.go:215.35,217.3 1 0
kollab/api/cmd/server/main.go:218.2,218.34 1 0
kollab/api/cmd/server/main.go:218.34,220.3 1 0
kollab/api/cmd/server/main.go:221.2,221.37 1 0
kollab/api/cmd/server/main.go:221.37,223.3 1 0
kollab/api/cmd/server/main.go:226.2,256.16 24 0
kollab/api/cmd/server/main.go:256.16,258.3 1 0
kollab/api/cmd/server/main.go:261.2,269.12 4 0
kollab/api/cmd/server/main.go:269.12,271.77 2 0
kollab/api/cmd/server/main.go:271.77,273.4 1 0
kollab/api/cmd/server/main.go:277.2,287.24 7 0
kollab/api/cmd/server/main.go:287.24,291.56 4 0
kollab/api/cmd/server/main.go:291.56,293.4 1 0
kollab/api/cmd/server/main.go:293.9,295.4 1 0
kollab/api/cmd/server/main.go:297.2,297.42 1 0
kollab/api/internal/ai/factory.go:10.38,12.21 2 0
kollab/api/internal/ai/factory.go:12.21,14.3 1 0
kollab/api/internal/ai/factory.go:15.2,15.21 1 0
kollab/api/internal/ai/factory.go:15.21,18.3 2 0
kollab/api/internal/ai/factory.go:20.2,21.21 2 0
kollab/api/internal/ai/factory.go:21.21,23.3 1 0
kollab/api/internal/ai/factory.go:24.2,24.21 1 0
kollab/api/internal/ai/factory.go:24.21,27.3 2 0
kollab/api/internal/ai/factory.go:29.2,30.26 2 0
kollab/api/internal/ai/gemini.go:20.51,22.17 2 0
kollab/api/internal/ai/gemini.go:22.17,24.3 1 0
kollab/api/internal/ai/gemini.go:25.2,26.22 2 0
kollab/api/internal/ai/gemini.go:26.22,28.3 1 0
kollab/api/internal/ai/gemini.go:29.2,36.3 1 0
kollab/api/internal/ai/gemini.go:59.89,71.61 3 0
kollab/api/internal/ai/gemini.go:71.61,73.3 1 0
kollab/api/internal/ai/gemini.go:75.2,77.16 3 0
kollab/api/internal/ai/gemini.go:77.16,79.3 1 0
kollab/api/internal/ai/gemini.go:80.2,83.16 3 0
kollab/api/internal/ai/gemini.go:83.16,85.3 1 0
kollab/api/internal/ai/gemini.go:86.2,88.38 2 0
kollab/api/internal/ai/gemini.go:88.38,90.3 1 0
kollab/api/internal/ai/gemini.go:92.2,93.69 2 0
kollab/api/internal/ai/gemini.go:93.69,95.3 1 0
kollab/api/internal/ai/gemini.go:97.2,97.85 1 0
kollab/api/internal/ai/gemini.go:97.85,99.3 1 0
kollab/api/internal/ai/gemini.go:101.2,101.58 1 0
kollab/api/internal/ai/gemini.go:117.100,128.61 3 0
kollab/api/internal/ai/gemini.go:128.61,130.3 1 0
kollab/api/internal/ai/gemini.go:132.2,134.16 3 0
kollab/api/internal/ai/gemini.go:134.16,136.3 1 0
kollab/api/internal/ai/gemini.go:137.2,140.16 3 0
kollab/api/internal/ai/gemini.go:140.16,142.3 1 0
kollab/api/internal/ai/gemini.go:143.2,145.38 2 0
kollab/api/internal/ai/gemini.go:145.38,147.3 1 0
kollab/api/internal/ai/gemini.go:149.2,150.69 2 0
kollab/api/internal/ai/gemini.go:150.69,152.3 1 0
kollab/api/internal/ai/gemini.go:154.2,154.39 1 0
kollab/api/internal/ai/ollama.go:20.38,22.19 2 0
kollab/api/internal/ai/ollama.go:22.19,24.3 1 0
kollab/api/internal/ai/ollama.go:25.2,26.22 2 0
kollab/api/internal/ai/ollama.go:26.22,28.3 1 0
kollab/api/internal/ai/ollama.go:29.2,30.21 2 0
kollab/api/internal/ai/ollama.go:30.21,32.3 1 0
kollab/api/internal/ai/ollama.go:33.2,40.3 1 0
kollab/api/internal/ai/ollama.go:52.100,58.61 3 0
kollab/api/internal/ai/ollama.go:58.61,60.3 1 0
kollab/api/internal/ai/ollama.go:62.2,63.16 2 0
kollab/api/internal/ai/ollama.go:63.16,65.3 1 0
kollab/api/internal/ai/ollama.go:66.2,69.16 3 0
kollab/api/internal/ai/ollama.go:69.16,71.3 1 0
kollab/api/internal/ai/ollama.go:72.2,74.38 2 0
kollab/api/internal/ai/ollama.go:74.38,76.3 1 0
kollab/api/internal/ai/ollama.go:78.2,79.69 2 0
kollab/api/internal/ai/ollama.go:79.69,81.3 1 0
kollab/api/internal/ai/ollama.go:83.2,83.32 1 0
kollab/api/internal/ai/ollama.go:96.89,103.61 3 0
kollab/api/internal/ai/ollama.go:103.61,105.3 1 0
kollab/api/internal/ai/ollama.go:107.2,108.16 2 0
kollab/api/internal/ai/ollama.go:108.16,110.3 1 0
kollab/api/internal/ai/ollama.go:111.2,114.16 3 0
kollab/api/internal/ai/ollama.go:114.16,116.3 1 0
kollab/api/internal/ai/ollama.go:117.2,119.38 2 0
kollab/api/internal/ai/ollama.go:119.38,121.3 1 0
kollab/api/internal/ai/ollama.go:123.2,124.69 2 0
kollab/api/internal/ai/ollama.go:124.69,126.3 1 0
kollab/api/internal/ai/ollama.go:128.2,128.31 1 0
kollab/api/internal/ai/openai.go:20.51,22.17 2 0
kollab/api/internal/ai/openai.go:22.17,24.3 1 0
kollab/api/internal/ai/openai.go:25.2,26.22 2 0
kollab/api/internal/ai/openai.go:26.22,28.3 1 0
kollab/api/internal/ai/openai.go:29.2,36.3 1 0
kollab/api/internal/ai/openai.go:58.89,68.61 3 0
kollab/api/internal/ai/openai.go:68.61,70.3 1 0
kollab/api/internal/ai/openai.go:72.2,73.16 2 0
kollab/api/internal/ai/openai.go:73.16,75.3 1 0
kollab/api/internal/ai/openai.go:76.2,80.16 4 0
kollab/api/internal/ai/openai.go:80.16,82.3 1 0
kollab/api/internal/ai/openai.go:83.2,85.38 2 0
kollab/api/internal/ai/openai.go:85.38,87.3 1 0
kollab/api/internal/ai/openai.go:89.2,90.69 2 0
kollab/api/internal/ai/openai.go:90.69,92.3 1 0
kollab/api/internal/ai/openai.go:94.2,94.32 1 0
kollab/api/internal/ai/openai.go:94.32,96.3 1 0
kollab/api/internal/ai/openai.go:98.2,98.49 1 0
kollab/api/internal/ai/openai.go:115.100,121.90 2 0
kollab/api/internal/ai/openai.go:121.90,123.3 1 0
kollab/api/internal/ai/openai.go:125.2,126.61 2 0
kollab/api/internal/ai/openai.go:126.61,128.3 1 0
kollab/api/internal/ai/openai.go:130.2,131.16 2 0
kollab/api/internal/ai/openai.go:131.16,133.3 1 0
kollab/api/internal/ai/openai.go:134.2,138.16 4 0
kollab/api/internal/ai/openai.go:138.16,140.3 1 0
kollab/api/internal/ai/openai.go:141.2,143.38 2 0
kollab/api/internal/ai/openai.go:143.38,145.3 1 0
kollab/api/internal/ai/openai.go:147.2,148.69 2 0
kollab/api/internal/ai/openai.go:148.69,150.3 1 0
kollab/api/internal/ai/openai.go:152.2,152.29 1 0
kollab/api/internal/ai/openai.go:152.29,154.3 1 0
kollab/api/internal/ai/openai.go:156.2,156.40 1 0
kollab/api/internal/attachment/office_converter.go:34.56,36.15 2 0
kollab/api/internal/attachment/office_converter.go:36.15,38.3 1 0
kollab/api/internal/attachment/office_converter.go:39.2,44.3 1 0
kollab/api/internal/attachment/office_converter.go:48.124,56.16 3 0
kollab/api/internal/attachment/office_converter.go:56.16,58.3 1 0
kollab/api/internal/attachment/office_converter.go:60.2,61.16 2 0
kollab/api/internal/attachment/office_converter.go:61.16,63.3 1 0
kollab/api/internal/attachment/office_converter.go:64.2,67.16 3 0
kollab/api/internal/attachment/office_converter.go:67.16,69.3 1 0
kollab/api/internal/attachment/office_converter.go:70.2,72.38 2 0
kollab/api/internal/attachment/office_converter.go:72.38,75.3 2 0
kollab/api/internal/attachment/office_converter.go:77.2,77.12 1 0
kollab/api/internal/attachment/office_converter.go:80.94,82.16 2 0
kollab/api/internal/attachment/office_converter.go:82.16,84.3 1 0
kollab/api/internal/attachment/office_converter.go:86.2,87.16 2 0
kollab/api/internal/attachment/office_converter.go:87.16,89.3 1 0
kollab/api/internal/attachment/office_converter.go:90.2,92.38 2 0
kollab/api/internal/attachment/office_converter.go:92.38,95.3 2 0
kollab/api/internal/attachment/office_converter.go:97.2,98.67 2 0
kollab/api/internal/attachment/office_converter.go:98.67,100.3 1 0
kollab/api/internal/attachment/office_converter.go:102.2,102.21 1 0
kollab/api/internal/attachment/office_converter.go:105.130,112.16 3 0
kollab/api/internal/attachment/office_converter.go:112.16,114.3 1 0
kollab/api/internal/attachment/office_converter.go:116.2,117.16 2 0
kollab/api/internal/attachment/office_converter.go:117.16,119.3 1 0
kollab/api/internal/attachment/office_converter.go:120.2,123.16 3 0
kollab/api/internal/attachment/office_converter.go:123.16,125.3 1 0
kollab/api/internal/attachment/office_converter.go:126.2,128.38 2 0
kollab/api/internal/attachment/office_converter.go:128.38,131.3 2 0
kollab/api/internal/attachment/office_converter.go:133.2,134.67 2 0
kollab/api/internal/attachment/office_converter.go:134.67,136.3 1 0
kollab/api/internal/attachment/office_converter.go:138.2,138.21 1 0
kollab/api/internal/attachment/repository.go:17.70,22.2 1 0
kollab/api/internal/attachment/repository.go:24.96,29.2 4 0
kollab/api/internal/attachment/repository.go:31.108,35.9 4 0
kollab/api/internal/attachment/repository.go:35.9,37.3 1 0
kollab/api/internal/attachment/repository.go:38.2,38.17 1 0
kollab/api/internal/attachment/repository.go:41.122,45.36 4 0
kollab/api/internal/attachment/repository.go:45.36,46.30 1 0
kollab/api/internal/attachment/repository.go:46.30,48.4 1 0
kollab/api/internal/attachment/repository.go:50.2,50.18 1 0
kollab/api/internal/attachment/repository.go:53.85,59.2 5 0
kollab/api/internal/attachment/repository.go:61.115,64.23 3 0
kollab/api/internal/attachment/repository.go:64.23,66.3 1 0
kollab/api/internal/attachment/repository.go:67.2,68.12 2 0
kollab/api/internal/attachment/repository.go:71.130,75.9 4 0
kollab/api/internal/attachment/repository.go:75.9,77.3 1 0
kollab/api/internal/attachment/repository.go:78.2,78.20 1 0
kollab/api/internal/attachment/service.go:23.108,32.25 2 0
kollab/api/internal/attachment/service.go:32.25,34.3 1 0
kollab/api/internal/attachment/service.go:36.2,36.10 1 0
kollab/api/internal/attachment/service.go:39.171,43.62 3 0
kollab/api/internal/attachment/service.go:43.62,45.3 1 0
kollab/api/internal/attachment/service.go:47.2,58.46 2 0
kollab/api/internal/attachment/service.go:58.46,61.3 2 0
kollab/api/internal/attachment/service.go:64.2,68.31 4 0
kollab/api/internal/attachment/service.go:68.31,73.12 4 0
kollab/api/internal/attachment/service.go:73.12,77.4 3 0
kollab/api/internal/attachment/service.go:79.3,88.23 3 0
kollab/api/internal/attachment/service.go:88.23,89.11 1 0
kollab/api/internal/attachment/service.go:90.27,90.27 0 0
kollab/api/internal/attachment/service.go:91.12,92.96 1 0
kollab/api/internal/attachment/service.go:97.2,97.17 1 0
kollab/api/internal/attachment/service.go:100.115,102.16 2 0
kollab/api/internal/attachment/service.go:102.16,104.3 1 0
kollab/api/internal/attachment/service.go:106.2,107.16 2 0
kollab/api/internal/attachment/service.go:107.16,109.3 1 0
kollab/api/internal/attachment/service.go:111.2,111.23 1 0
kollab/api/internal/attachment/service.go:114.118,116.16 2 0
kollab/api/internal/attachment/service.go:116.16,118.3 1 0
kollab/api/internal/attachment/service.go:121.2,121.99 1 0
kollab/api/internal/attachment/service.go:121.99,123.17 2 0
kollab/api/internal/attachment/service.go:123.17,125.4 1 0
kollab/api/internal/attachment/service.go:126.3,126.24 1 0
kollab/api/internal/attachment/service.go:130.2,131.16 2 0
kollab/api/internal/attachment/service.go:131.16,136.23 3 0
kollab/api/internal/attachment/service.go:136.23,146.4 4 0
kollab/api/internal/attachment/service.go:147.3,147.75 1 0
kollab/api/internal/attachment/service.go:150.2,150.31 1 0
kollab/api/internal/attachment/service.go:150.31,152.3 1 0
kollab/api/internal/attachment/service.go:153.2,153.34 1 0
kollab/api/internal/attachment/service.go:153.34,155.3 1 0
kollab/api/internal/attachment/service.go:158.2,159.29 2 0
kollab/api/internal/attachment/service.go:159.29,161.3 1 0
kollab/api/internal/attachment/service.go:163.2,164.16 2 0
kollab/api/internal/attachment/service.go:164.16,166.3 1 0
kollab/api/internal/attachment/service.go:168.2,168.26 1 0
kollab/api/internal/attachment/service.go:171.110,173.2 1 0
kollab/api/internal/attachment/service.go:175.84,177.16 2 0
kollab/api/internal/attachment/service.go:177.16,179.3 1 0
kollab/api/internal/attachment/service.go:182.2,189.31 4 0
kollab/api/internal/attachment/service.go:193.109,195.16 2 0
kollab/api/internal/attachment/service.go:195.16,198.17 2 0
kollab/api/internal/attachment/service.go:198.17,200.4 1 0
kollab/api/internal/attachment/service.go:202.3,206.32 4 0
kollab/api/internal/attachment/service.go:206.32,211.13 4 0
kollab/api/internal/attachment/service.go:211.13,215.5 3 0
kollab/api/internal/attachment/service.go:217.4,226.24 3 0
kollab/api/internal/attachment/service.go:226.24,227.12 1 0
kollab/api/internal/attachment/service.go:228.24,228.24 0 0
kollab/api/internal/attachment/service.go:229.13,229.13 0 0
kollab/api/internal/attachment/service.go:232.4,232.20 1 0
kollab/api/internal/attachment/service.go:234.3,234.70 1 0
kollab/api/internal/attachment/service.go:236.2,236.20 1 0
kollab/api/internal/attachment/service.go:240.90,242.16 2 0
kollab/api/internal/attachment/service.go:242.16,244.3 1 0
kollab/api/internal/attachment/service.go:246.2,252.60 2 0
kollab/api/internal/attachment/service.go:252.60,254.3 1 0
kollab/api/internal/attachment/service.go:256.2,256.9 1 0
kollab/api/internal/attachment/service.go:257.21,257.21 0 0
kollab/api/internal/attachment/service.go:258.10,259.55 1 0
kollab/api/internal/attachment/service.go:261.2,261.12 1 0
kollab/api/internal/attachment/service.go:265.117,268.16 3 0
kollab/api/internal/attachment/service.go:268.16,270.3 1 0
kollab/api/internal/attachment/service.go:272.2,273.28 2 0
kollab/api/internal/attachment/service.go:276.42,278.26 2 0
kollab/api/internal/attachment/service.go:278.26,280.3 1 0
kollab/api/internal/attachment/service.go:283.76,284.82 1 0
kollab/api/internal/attachment/service.go:284.82,294.3 2 0
kollab/api/internal/attachment/service.go:296.2,297.16 2 0
kollab/api/internal/attachment/service.go:297.16,300.3 2 0
kollab/api/internal/attachment/service.go:303.2,313.16 6 0
kollab/api/internal/attachment/service.go:313.16,316.3 2 0
kollab/api/internal/attachment/service.go:318.2,324.55 5 0
kollab/api/internal/attachment/service.go:324.55,326.3 1 0
